"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197"
NA,NA,NA,3,4,5,1,1,3,2,2,3,3,7,3,31,3,4,4,2,3,7,2,4,11,4,13,3,12,5,5,7,2,3,6,3,6,4,5,4,6,10,5,6,4,5,3,2,9,3,22,5,6,8,13,29,5,2,6,3,5,7,4,4,11,6,5,6,4,5,6,6,4,5,6,4,7,5,11,5,6,4,16,6,4,6,5,10,5,4,5,5,7,6,12,3,8,6,3,4,7,6,6,4,7,10,8,16,10,10,6,8,6,13,7,6,10,6,6,6,9,6,7,13,8,9,15,8,10,8,14,9,10,8,9,9,10,10,11,6,12,5,7,7,7,5,6,4,3,3,5,5,3,3,6,5,9,6,5,5,8,7,10,4,6,6,6,4,4,6,5,7,6,6,5,5,5,3,6,4,6,0,0,0,0,0,0,3,2,4,6,7,5,4,6,3,7
NA,NA,NA,16,29,5,32,54,21,29,38,52,40,40,35,50,44,28,30,36,15,21,40,35,40,41,12,16,0,0,7,17,31,46,18,20,36,33,16,46,13,40,32,51,12,24,15,10,12,9,19,26,10,10,16,13,26,26,16,9,7,19,19,15,46,21,22,5,24,15,14,14,13,15,13,9,17,8,8,8,9,11,16,12,18,16,18,24,16,15,13,21,23,9,10,13,14,8,8,32,20,12,15,13,16,14,18,9,14,16,23,14,14,16,10,18,19,10,26,16,15,32,17,16,17,13,13,17,13,14,15,18,11,10,10,10,12,13,25,14,10,10,7,10,8,10,16,8,10,24,11,15,21,9,9,12,10,14,14,28,24,29,16,22,13,6,21,15,14,16,9,9,21,11,12,12,23,14,16,20,13,19,13,29,14,14,23,18,3,3,0,0,0,0,4,2,3
NA,NA,NA,1,8,8,8,9,10,9,11,15,11,11,8,15,20,14,10,9,11,12,11,10,12,10,14,12,13,10,13,12,13,7,11,8,9,10,12,13,12,10,10,10,9,14,12,14,11,12,14,14,15,15,14,12,15,13,13,12,14,12,15,13,11,13,14,13,11,10,13,13,11,9,11,10,12,11,11,12,13,17,7,5,4,14,10,17,8,13,15,11,12,14,11,12,12,13,14,15,13,12,15,16,11,8,11,14,12,13,5,11,13,15,8,7,11,6,NA,5,9,9,9,5,11,13,11,13,9,13,10,10,17,11,11,12,13,11,17,11,10,11,16,15,11,17,10,13,9,10,8,15,11,9,9,13,15,7,11,10,6,7,11,8,13,6,7,9,8,15,10,11,11,13,11,11,11,11,13,8,8,9,7,0,0,0,0,0,8,7,10,7,9,9,9,11,13
NA,NA,NA,83,50,47,42,46,0,169,99,32,112,67,47,137,30,77,51,63,16,66,40,78,62,0,0,0,NA,141,112,34,14,35,0,0,0,0,71,99,0,118,92,72,0,0,166,197,96,178,34,0,94,0,0,0,0,0,0,0,128,112,79,156,130,115,19,37,0,0,0,112,140,120,104,85,53,153,120,74,67,56,121,143,74,40,0,0,0,39,31,128,85,97,149,31,95,62,114,82,0,0,0,0,0,0,0,0,0,70,0,0,0,NA,0,0,0,109,153,0,0,37,80,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,0,204,0,80,34,150,81,0,19,0,60,84,38,121,36,37,70,61,61,87,43,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30,19,27,34
NA,NA,NA,49,49,30,15,22,25,0,0,27,12,12,17,10,5,24,9,17,15,6,9,24,13,0,8,10,5,29,12,0,0,0,0,0,0,0,15,0,0,0,16,28,18,18,17,8,15,22,24,9,10,6,25,9,0,11,5,6,6,22,11,16,7,16,8,9,10,13,10,18,15,16,18,14,8,19,7,7,7,8,11,9,9,9,19,15,15,15,33,10,15,11,9,9,9,10,17,10,8,14,12,13,22,16,13,6,16,11,8,11,5,13,23,5,6,7,7,5,10,5,9,8,9,13,11,15,12,15,21,17,18,20,13,14,31,29,12,5,7,20,10,73,10,15,7,12,5,6,6,6,10,8,19,11,19,17,9,9,0,0,0,0,0,0,0,13,21,14,9,32,32,12,0,0,3,4,8,14,0,0,0,0,0,0,0,0,0,0,15,6,8,6,3,21,3
NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,5,2,5,0,2,10,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,10,8,20,6,8,0,8,NA,4,0,5,3,5,0,2,5,5,1,2,2,10,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,3,0,3,5,0,3,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NA,NA,NA,0,0,0,0,0,20,0,0,0,0,0,4,9,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,4,6,4,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,5,7,3,0,0,5,4,4,0,0,0,0,11,3,2,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
NA,NA,NA,23,57,26,4,33,28,33,25,17,0,6,32,32,19,6,29,20,22,17,32,46,27,17,8,10,0,20,12,9,5,29,10,17,2,20,12,15,6,17,38,18,12,19,25,10,42,32,34,47,15,95,24,17,24,10,0,10,26,19,12,18,37,34,15,23,26,57,24,31,48,37,18,8,3,50,46,33,25,35,30,16,12,3,6,15,0,0,0,61,46,50,3,3,15,30,36,15,7,15,14,2,15,28,31,25,18,25,25,25,18,7,12,10,5,5,15,20,30,23,9,17,13,18,20,11,15,15,13,18,29,46,46,24,10,10,18,22,14,10,7,11,20,24,11,8,10,14,11,6,28,37,41,23,9,26,3,6,22,8,8,15,32,11,12,36,23,41,72,9,19,27,15,25,46,32,48,17,25,57,0,33,38,28,48,20,32,28,46,36,58,0,21,0,0
NA,NA,NA,NA,20,0,0,0,51,20,22,14,10,33,40,18,21,25,9,32,31,28,17,21,54,18,35,30,18,21,30,10,27,32,24,25,29,19,26,50,13,11,19,59,15,13,22,22,39,43,20,19,14,69,34,21,29,37,13,13,31,33,23,15,49,30,20,17,16,16,29,18,9,15,15,37,10,28,17,5,12,11,16,21,14,17,42,8,21,9,6,14,17,7,9,15,12,15,14,11,13,6,17,15,15,26,15,9,15,9,12,8,16,25,11,14,6,10,13,8,20,12,8,23,20,14,12,14,17,14,35,25,13,21,42,47,18,17,13,13,15,19,22,34,23,11,22,33,34,36,39,15,21,10,17,23,20,20,56,22,13,21,14,23,33,16,7,19,7,26,31,13,36,19,19,19,26,24,59,20,26,29,13,14,20,14,31,15,17,22,23,27,18,25,18,39,24
NA,NA,NA,62,24,21,15,22,20,28,11,28,19,18,39,35,82,38,38,28,13,49,42,43,90,23,96,48,33,49,58,50,68,66,82,17,32,16,24,35,68,81,112,75,79,94,47,136,189,161,163,109,79,71,135,102,102,123,164,167,110,48,154,134,101,75,136,205,87,78,110,92,88,48,122,57,53,34,69,92,66,108,62,107,71,88,67,67,95,69,72,113,91,77,72,91,65,59,63,77,97,102,107,116,60,148,132,113,132,72,138,83,104,92,97,84,78,104,102,112,151,96,79,91,69,108,118,113,266,96,124,116,113,84,105,110,95,60,83,92,86,99,76,79,92,80,61,84,104,71,104,90,104,75,91,93,101,87,84,90,81,83,67,65,85,62,89,98,76,82,102,71,104,84,77,80,106,102,75,101,92,66,78,166,216,203,171,207,90,87,67,60,67,71,102,81,55
NA,NA,NA,NA,2,3,5,9,1,9,4,4,2,0,3,3,2,10,5,1,3,4,2,13,1,3,5,2,3,3,4,0,0,0,0,0,0,4,23,7,1,5,5,3,7,2,2,4,2,2,6,1,15,3,1,17,4,2,2,1,5,0,2,3,2,1,3,2,1,11,2,1,2,1,2,5,3,3,1,2,1,2,2,2,1,1,0,6,7,1,6,8,2,1,1,5,1,3,6,1,3,2,4,2,1,1,3,4,4,3,3,2,2,3,3,2,8,1,3,0,0,2,3,3,3,1,3,8,5,1,6,2,2,7,4,2,8,6,3,4,3,10,15,3,3,5,3,3,3,6,1,6,4,3,5,4,4,2,6,3,5,2,2,3,4,7,3,5,2,4,6,4,4,2,3,2,3,5,4,7,5,4,2,3,5,6,5,3,4,5,3,4,6,12,5,5,3
NA,NA,NA,NA,17,13,18,25,21,20,17,13,11,18,11,12,13,12,15,16,14,9,14,11,12,12,10,14,13,15,14,11,18,16,13,11,12,14,12,8,21,14,14,16,16,16,15,10,11,13,13,14,14,13,13,15,13,34,28,0,14,14,22,11,14,13,13,16,17,19,NA,14,14,13,16,19,18,20,20,15,15,14,13,11,12,24,33,34,25,28,14,15,18,18,31,27,29,48,31,26,53,35,33,39,42,30,24,24,26,25,25,28,24,22,29,25,31,32,34,29,27,32,23,26,22,27,27,26,31,34,18,20,22,20,34,33,30,21,21,27,30,34,26,34,33,27,29,33,28,31,29,32,31,25,31,28,30,26,40,23,20,32,34,30,24,22,29,27,28,26,27,32,28,34,35,29,33,36,29,28,27,27,27,27,28,31,27,25,31,29,28,29,30,28,30,31,34
NA,NA,NA,NA,21,22,35,15,37,21,4,22,18,11,18,9,18,12,0,18,26,27,26,28,17,27,26,22,30,24,23,16,18,16,15,15,17,25,15,22,20,21,13,10,14,0,0,27,22,22,21,6,20,36,19,33,14,15,21,28,29,30,20,23,18,16,28,13,20,15,20,20,25,30,19,10,6,17,18,17,17,23,13,18,14,17,20,12,18,0,0,18,18,16,16,13,20,9,13,13,12,10,14,11,14,19,12,14,9,11,15,24,17,11,16,0,11,13,15,13,16,8,10,9,9,22,14,13,13,12,11,8,13,11,10,10,11,16,19,21,18,10,14,12,11,13,10,12,14,17,11,20,11,13,11,13,16,17,19,12,13,11,12,15,11,15,16,14,12,17,7,12,10,9,13,13,12,14,9,15,10,7,6,12,16,13,6,9,14,13,13,0,0,13,14,11,6
NA,NA,NA,NA,18,10,45,28,0,0,0,14,18,0,22,17,14,0,7,8,8,4,3,6,4,0,8,0,3,0,0,0,0,0,0,0,0,0,16,7,14,7,8,9,0,0,0,5,14,7,7,8,4,0,6,14,4,3,12,9,16,21,7,24,15,13,10,12,0,6,0,13,10,7,0,12,7,10,7,11,0,0,12,18,25,16,12,20,0,0,13,11,17,15,18,8,10,14,13,4,11,12,12,18,20,17,21,18,15,22,17,14,12,0,0,0,0,0,0,17,35,22,26,14,16,14,0,11,9,7,15,14,8,6,8,4,11,4,9,13,5,5,6,3,7,4,4,7,11,10,7,4,5,5,9,13,16,7,9,16,14,11,4,11,9,12,6,11,13,8,8,13,10,6,10,10,8,11,7,0,11,4,9,10,11,10,11,7,11,4,4,9,15,13,17,NA,0
NA,NA,NA,NA,6,9,10,11,12,11,11,13,8,13,14,15,21,9,7,8,4,15,4,7,9,11,9,8,11,6,11,14,8,7,14,17,13,2,5,10,0,6,8,6,8,6,9,15,15,11,9,5,8,16,12,16,11,10,9,7,8,10,7,9,9,6,8,0,10,7,13,8,10,10,7,8,7,8,8,11,8,7,10,12,8,10,10,12,10,9,12,11,7,13,13,10,8,12,13,7,7,9,7,7,9,11,8,10,14,9,12,6,8,5,0,8,8,10,10,8,12,10,7,10,8,9,9,8,11,8,12,6,8,9,12,7,6,9,6,13,8,10,7,8,8,8,9,12,11,11,9,8,8,10,8,7,3,7,11,9,10,8,10,10,11,6,10,8,9,9,8,10,11,8,13,10,8,9,10,9,15,10,0,6,12,14,8,10,19,14,7,9,11,11,16,5,12
NA,NA,NA,NA,22,3,6,7,4,9,2,10,3,4,2,28,23,3,13,4,4,4,2,4,18,3,3,4,12,5,6,7,4,2,12,0,0,0,0,2,3,3,2,0,0,3,2,4,2,4,6,3,3,7,3,6,6,6,7,5,7,6,6,3,5,5,9,5,4,2,4,NA,8,3,5,2,2,2,2,2,4,4,4,3,7,6,7,5,2,2,2,4,4,4,7,3,3,5,4,3,2,2,3,2,2,2,2,3,2,2,2,4,2,0,0,0,0,0,0,0,NA,4,0,0,2,2,3,3,6,2,4,3,3,2,0,2,5,5,5,2,2,4,4,7,3,4,5,5,5,3,3,4,6,4,4,5,5,2,4,4,5,2,1,2,2,4,4,6,6,5,0,4,6,6,4,6,6,6,4,4,4,0,0,0,0,0,0,4,4,3,3,3,2,4,2,5,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,28,36,37,33,16,22,25,15,19,27,26,15,23,25,14,16,14,13,26,15,12,18,7,13,4,7,13,12,19,20,10,9,12,19,25,24,21,18,6,17,22,38,11,12,28,0,7,27,14,23,11,10,15,14,13,24,13,17,28,15,23,26,23,13,24,17,19,24,14,15,27,12,10,7,12,0,0,7,11,9,15,11,11,16,2,10,8,14,16,14,25,9,0,9,14,20,13,16,18,15,33,0,10,10,9,10,12,18,19,22,14,14,16,13,9,11,16,8,13,15,14,21,17,5,13,4,5,8,10,15,4,8,13,25,24,19,28,8,13,11,21,35,9,11,5,13,21,12,16,11,17,17,14,21,12,27,15,8,11,13,9,22,0,1,15,11,11,11,22,6,10,12,10,16,13,18,9,7,3,7,12,9,6,11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,39,46,10,17,0,0,0,0,0,20,8,17,8,15,2,0,9,13,0,2,4,11,4,10,0,11,3,0,0,0,0,0,0,0,0,6,18,12,16,30,27,10,22,43,19,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,11,12,16,17,19,13,15,11,7,36,16,16,11,12,22,30,24,23,46,20,38,22,32,16,17,21,23,23,13,21,22,13,18,14,24,39,24,30,19,16,27,18,16,8,20,20,15,27,27,19,0,0,0,0,14,17,15,15,20,13,12,13,23,12,18,14,16,14,22,12,23,15,8,11,22,6,12,18,20,16,0,0,0,16,19,38,10,40,18,13,17,12,18,19,17,37,21,26,29,22,20,34,34,16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,34,45,51,57,43,0,0,0,62,42,54,42,43,25,37,60,32,40,33,35,51,29,46,50,55,57,40,21,32,22,36,26,28,31,37,41,28,20,26,18,24,21,26,36,34,26,28,26,26,29,37,15,34,32,25,27,22,24,14,12,16,17,17,25,22,22,27,23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,14,20,17,11,13,18,12,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,10,10,0,0,0,0,0,0,0,0,11,10,11,12,4,0,9,0,10,18,18,25,22,22,18,17,27,21,22,23,16,26,16,20,33,20,28,20,16,15,17,17,17,19,15,30,18,21,24,22,10,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,18,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,8,6,20,33,2,17,2,12,14,0,1,5,0,3,5,2,8,0,0,0,0,0,0,0,0,0,0,0,12,11,12,6,13,12,6,19,16,7,6,15,27,10,10,8,11,15,7,7,9,10,10,21,17,15,17,17,7,6,6,11,8,3,5,6,5,10,14,8,4,12,11,7,19,8,9,13,10,8,4,4,6,13,0,6,11,16,16,14,18,12,14,17,16,16,22,14,12,6,16,8,10,9,14,9,13,6,12,13,13,11,6,16,10,18,8,0,0,0,25,0,0,0,0,0,6,7,12,8,12,5,8,4,5,5
