"2013-07-26",NA,10,NA,3,5,6,10,NA,30,NA,NA,25,5,NA,2,13,NA,NA,15,NA,15,NA,NA,NA,NA,6,9,NA,NA,NA,4,7,5,2.72727272727273,NA,NA,NA,NA,9,NA,3,NA,NA,2.66666666666667,3,NA,9,NA,NA,NA
"2013-07-27",NA,7,NA,3,NA,4,2,3,NA,11,5,22,2,NA,2,4,NA,24,6,NA,NA,8,60,NA,NA,NA,8,5,7,0,NA,NA,NA,2.72727272727273,10,NA,8,NA,3,NA,NA,13,22,2.66666666666667,NA,7,9,NA,16,NA
"2013-07-28",NA,6,NA,6,NA,5,NA,NA,17,NA,4,14,NA,NA,NA,NA,NA,6,7,NA,11,NA,NA,NA,NA,NA,8,NA,NA,NA,6,13,5,2.72727272727273,NA,2,NA,NA,NA,NA,NA,24,NA,2.66666666666667,7,4,7,NA,9,NA
"2013-07-29",NA,NA,84,3,NA,6,11,5,NA,NA,6,NA,NA,NA,NA,2,NA,6,6,NA,NA,10,NA,27,NA,NA,NA,NA,0.533333333333333,NA,NA,8,6,2.72727272727273,16,1,4,NA,5,NA,3,NA,NA,2.66666666666667,3,NA,12,NA,NA,NA
"2013-07-30",NA,11,NA,3,8,6,3,NA,17,11,NA,39,4,NA,5,2,NA,NA,7,43,15,NA,45,NA,NA,26,13,NA,0.533333333333333,NA,5,NA,4,2.72727272727273,NA,NA,NA,13,9,NA,2,28,NA,6,5,NA,5,47,NA,NA
"2013-07-31",NA,NA,NA,5,NA,3,NA,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,7,5,10,NA,NA,NA,NA,NA,9,18,0.533333333333333,0,3,15,4,2.72727272727273,17,0,0,NA,4,NA,2,12,NA,NA,4,4,NA,4,NA,NA
"2013-08-01",NA,5,NA,4,8,6,4,NA,18,12,4,32,3,NA,8,14,NA,6,8,NA,12,NA,30,NA,NA,12,11,NA,0.533333333333333,NA,NA,NA,4,2.72727272727273,NA,0,NA,NA,NA,30,NA,NA,NA,8,3,2,0,5,9,NA
"2013-08-02",NA,7,NA,4,NA,1.66666666666667,9,5,NA,NA,5,25,NA,NA,NA,NA,NA,NA,8,9,8,20,NA,NA,NA,NA,12,NA,0.533333333333333,NA,10,16,5,2.72727272727273,8,NA,NA,NA,NA,NA,5,16,NA,NA,4,2,12,6,NA,NA
"2013-08-03",NA,4,NA,2,18,1.66666666666667,NA,NA,16,5,NA,NA,NA,NA,3,NA,NA,NA,7,NA,9,NA,30,22,0,18,NA,NA,0.533333333333333,NA,NA,6,NA,2.72727272727273,NA,NA,0,17,10,30,NA,NA,21,NA,5,3,8,8,NA,NA
"2013-08-04",NA,7,NA,2,NA,1.66666666666667,5,NA,NA,NA,5,40,5,37,NA,4,NA,18,9,NA,8,10,NA,NA,NA,NA,15,13,0.533333333333333,0,8,8,4,2.72727272727273,15,5,NA,NA,4,7.5,2,22,NA,22,3,2,NA,NA,NA,55
"2013-08-05",NA,NA,46,4,9,NA,NA,6,17,9,9,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,9,4,NA,7,NA,0.533333333333333,NA,NA,8,NA,2.72727272727273,NA,NA,0,NA,4,7.5,2,NA,NA,7,4,NA,13,NA,NA,NA
"2013-08-06",NA,6,NA,2,NA,13,5,3,7,NA,6,26,NA,4,NA,NA,NA,11,13,NA,15,NA,NA,NA,NA,25,8,NA,0.533333333333333,0,6,8,6,7.14285714285714,NA,NA,NA,NA,NA,NA,4,20,NA,NA,2,4,9,26,NA,NA
"2013-08-07",NA,0,NA,4,NA,4,NA,NA,7,NA,4,15,NA,0,3,NA,NA,NA,8,NA,8,NA,30,NA,5,NA,10,NA,0.533333333333333,NA,NA,6,4,7.14285714285714,NA,NA,0,NA,10,45,NA,NA,NA,7,3,3,7,NA,NA,NA
"2013-08-08",NA,0,NA,4,NA,6,9,NA,NA,NA,NA,18,13,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,16,0.533333333333333,0,6,12,5,7.14285714285714,NA,NA,0,NA,6,15,3,NA,NA,NA,1,NA,14,NA,NA,NA
"2013-08-09",NA,0,NA,2,0,NA,NA,6,18,NA,2,NA,NA,NA,1,NA,NA,NA,9,42,NA,NA,NA,NA,NA,NA,0.833333333333333,NA,0.533333333333333,0,NA,8,4,7.14285714285714,NA,NA,0,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"2013-08-10",NA,0,NA,4,NA,8,0,NA,NA,15,6,32,8,NA,NA,NA,NA,NA,10,8,20,NA,NA,NA,3,NA,0.833333333333333,NA,0.533333333333333,0,3.33333333333333,5,2,7.14285714285714,NA,NA,NA,NA,4,30,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2013-08-11",NA,0,NA,4,0,NA,10,7,13,NA,NA,20,NA,NA,3,NA,NA,NA,NA,NA,8,NA,45,30,NA,NA,0.833333333333333,NA,0.533333333333333,0,3.33333333333333,8,2,7.14285714285714,NA,NA,NA,NA,5,7.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"2013-08-12",NA,0,NA,4,NA,11,NA,NA,NA,4,8,18,7,NA,NA,NA,NA,NA,8,12,7,NA,NA,NA,NA,NA,0.833333333333333,NA,0.533333333333333,NA,3.33333333333333,NA,NA,7.14285714285714,NA,6,0,25,8,7.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"2013-08-13",NA,0,NA,4,5,6,6,8,NA,NA,4,NA,NA,NA,3,NA,15,31,8,NA,NA,NA,45,NA,NA,NA,0.833333333333333,NA,8,NA,5,12,2.5,43,NA,NA,5,NA,NA,30,NA,NA,NA,NA,3,NA,NA,47,NA,NA
"2013-08-14",NA,0,NA,4,NA,4,2,NA,NA,11,5,24,6,NA,1,NA,5,NA,4,NA,15,NA,NA,NA,NA,NA,0.833333333333333,NA,8,5,NA,7,2.5,15,NA,NA,2,NA,2,15,NA,NA,NA,NA,4,NA,28,8,NA,NA
"2013-08-15",NA,0,NA,2,8,6,3,6,NA,NA,6,22,0.333333333333333,NA,1,NA,5,NA,4,NA,NA,NA,30,NA,11,NA,7,24,5,NA,6,7,NA,15,NA,0,2,NA,8,20,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
"2013-08-16",NA,0,NA,2,NA,4,3,NA,30,NA,NA,15,0.333333333333333,17,2,NA,6,14,NA,NA,13,50,NA,NA,NA,NA,6,NA,5,3,NA,7,5,NA,NA,NA,NA,NA,4,15,7,NA,50,NA,NA,NA,19,5,13,NA
"2013-08-17",45,5,NA,2,8,6,2,7,NA,NA,8,NA,0.333333333333333,3,2,NA,6,NA,15,NA,NA,NA,30,32,5,19,8,12,0.222222222222222,NA,6,7,NA,NA,NA,NA,4,NA,4,15,NA,99,NA,NA,3,6,12,NA,NA,NA
"2013-08-18",41,3,NA,3,NA,5,2,NA,17,NA,2.5,41,0.333333333333333,3,NA,36,5,NA,NA,NA,18,NA,NA,NA,3,13,7,NA,0.222222222222222,0,NA,6,NA,NA,NA,NA,NA,21,NA,15,NA,9,NA,NA,4,0,9,17,NA,NA
"2013-08-19",NA,6,NA,5,10,4,1,9,7,NA,2.5,NA,0.333333333333333,4,0,6,NA,14,22,29,NA,NA,10,11,NA,NA,47,13,0.222222222222222,NA,7,8,9,33,56,0,10,NA,5,NA,4,4,NA,35,3,0,8,NA,8,77
"2013-08-20",NA,6,NA,3,NA,6,NA,NA,7,NA,9,36,0.333333333333333,5,NA,10,NA,NA,7,NA,7,NA,30,NA,NA,14,9,NA,0.222222222222222,5,NA,7,NA,45,NA,NA,0,NA,7,30,NA,18,NA,5,4,2,NA,NA,NA,NA
"2013-08-21",22,5,NA,2,8,5,2,5,NA,NA,5,NA,0.333333333333333,5,0,4,NA,NA,8,NA,9,NA,15,NA,NA,NA,9,NA,0.222222222222222,NA,7,6,9,NA,NA,0,0,NA,11,15,6,NA,NA,1.5,3,5,14,NA,NA,NA
"2013-08-22",NA,3,NA,4,5,6,1,NA,15,NA,NA,30,0.333333333333333,3,NA,NA,NA,NA,9,NA,6,NA,NA,20,11,11,8,NA,0.222222222222222,NA,NA,7,NA,NA,20,2,4,NA,5,NA,3,22,NA,1.5,NA,NA,NA,NA,NA,NA
"2013-08-23",35,3,41,2,NA,5,NA,9,NA,NA,7,NA,0.333333333333333,0,0,NA,18,NA,8,NA,NA,NA,NA,NA,2,NA,6,NA,0.222222222222222,6,8,8,8,30,NA,2,NA,NA,6,30,NA,NA,NA,5,7,3,NA,38,NA,NA
"2013-08-24",NA,3,NA,4,8,6,5,NA,14,NA,4,36,3,3,3,7,6,26,6,NA,15,NA,30,NA,1,NA,NA,26,0.222222222222222,2,NA,6,5,6.25,15,0,6,NA,5,15,4,28,NA,NA,NA,4,19,NA,NA,NA
"2013-08-25",22,3,15,4,NA,4,3,7,NA,NA,5,NA,4,3,NA,NA,10,7,9,NA,7,NA,30,NA,2,11,10,NA,0.222222222222222,2,7,6,2,6.25,NA,2,1.4,13,NA,NA,NA,8,NA,8,9,6,NA,NA,NA,NA
"2013-08-26",NA,1,NA,4,8,5,NA,NA,15,NA,4,40,3,NA,2,9,6,5,8,NA,8,NA,NA,NA,NA,NA,8,12,NA,NA,NA,6,2,6.25,6,0,1.4,NA,14,30,4,NA,NA,6,3,NA,13,NA,NA,NA
"2013-08-27",NA,0,17,2,NA,4,3,NA,NA,NA,6,NA,NA,NA,4,NA,5,6,10,NA,6,NA,15,NA,4,10,7,9,5,11,6,8,6,6.25,NA,1,1.4,NA,NA,15,NA,16,38,3,3,NA,8,NA,NA,NA
"2013-08-28",NA,5,NA,2,8,5,NA,7,15,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,55,7.5,NA,NA,5,8,NA,NA,NA,NA,5,NA,NA,14,1,1.4,NA,NA,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA
"2013-08-29",NA,2,18,4,NA,4,0.4,5,NA,NA,10,NA,6,NA,2,NA,3,11,11,NA,13,NA,7.5,NA,4,5,6,NA,3,NA,5,7,8,NA,NA,NA,1.4,NA,NA,30,NA,6,NA,4,8,NA,18,NA,NA,NA
"2013-08-30",NA,1,NA,3,8,6,0.4,NA,18,NA,5,1.4,2,11,NA,NA,NA,NA,5,NA,6,15,NA,NA,3,5,7,NA,7,13,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,3,NA,8,NA,NA,NA
"2013-08-31",42,3,20,3,NA,5,0.4,5,NA,NA,6,1.4,NA,NA,2,18,NA,11,6,64,7,NA,30,NA,2,NA,8,3,NA,NA,5,10,5,NA,22,2,4,24,NA,30,NA,28,18,4,3,4,NA,60,18,NA
"2013-09-01",NA,3,NA,2,0,3,0.4,NA,14,NA,6,1.4,4,10,NA,NA,NA,NA,6,NA,NA,10,NA,NA,NA,11,5,NA,6,NA,NA,6,4,NA,NA,0,NA,NA,NA,NA,4,NA,NA,3,4,NA,10,NA,NA,NA
"2013-09-02",NA,3,12,2,NA,3,0.4,5,NA,NA,4,1.4,3,4,3,NA,NA,11,6,NA,13,NA,30,NA,1,NA,7,NA,5,NA,8,NA,6,NA,NA,NA,NA,NA,42,NA,NA,18,11,2,3,7,3,NA,NA,NA
"2013-09-03",NA,6,NA,4,8,3,0.4,NA,17,NA,5,1.4,2,NA,1,11,NA,7,5,12,8,NA,NA,NA,NA,13,6,NA,2,6,NA,13,2,NA,18,1,9,NA,NA,NA,4,NA,NA,6,5,3,NA,15,7,NA
"2013-09-04",NA,6,15,5,NA,6,0.4,4,NA,NA,5,NA,4,0,2,NA,15,NA,5,NA,8,NA,15,116,3,NA,8,NA,NA,NA,8,5,2,0,NA,0,NA,NA,10,NA,NA,22,NA,3,3,NA,NA,NA,NA,NA
"2013-09-05",NA,7,NA,1,18,5,0.4,NA,15,NA,8,20,NA,8,0,NA,6,NA,4,NA,9,NA,15,6,NA,17,10,NA,2,3,NA,6,4,NA,15,NA,0,NA,7,NA,6,NA,NA,3,4,4,13,21,11,70
"2013-09-06",NA,5,18,NA,NA,4,0.4,4,NA,18,7,NA,NA,0,2,NA,5,16,5,NA,NA,NA,NA,NA,NA,NA,NA,15,9,NA,7,7,6,NA,NA,0,3,NA,NA,NA,NA,20,NA,NA,NA,3,7,8,NA,NA
"2013-09-07",NA,4,NA,4,8,6,0.4,NA,15,NA,6,12,NA,0,2,16,5,6,5,NA,12,NA,30,NA,NA,13,12,NA,NA,NA,NA,6,5,NA,26,1,NA,NA,14,NA,7,NA,NA,NA,7,3,NA,NA,NA,6
"2013-09-08",NA,4,15,2,NA,3,0.4,3,NA,9,6,NA,11,3,2,8,NA,NA,5,NA,NA,NA,15,NA,7,NA,8,NA,4,7,7,6,NA,NA,NA,1,0,NA,NA,120,NA,24,NA,NA,3,4,8,NA,NA,NA
"2013-09-09",58,5,0,2,8,4,0.4,NA,14,NA,6,6,3,4,0,NA,10,10,6,15,6,35,NA,23,NA,0,9,2,5,NA,NA,5,6,NA,NA,0,NA,26,8,NA,5,11,27,7,3,3,7,0,19,9
"2013-09-10",26,10,NA,NA,NA,6,0.4,4,NA,NA,7,NA,5,NA,2,NA,NA,6,NA,NA,15,NA,30,NA,NA,NA,6,8,5,NA,5,6,2.5,NA,NA,NA,NA,NA,14,30,2,10,NA,2,NA,NA,9,NA,NA,NA
"2013-09-11",NA,6,19,4,5,5,0.4,0.5,13,9,6,16,3,0,2,7,11,6,13,NA,NA,NA,7.5,NA,NA,13,9,5,NA,7,NA,7,2.5,60,NA,1,0,3,NA,15,2,12,NA,3,8,11,10,5,9,NA
"2013-09-12",NA,NA,NA,5,NA,6,0.4,0.5,NA,2.5,7,7,5,5,5,NA,6,5,6,NA,13,NA,7.5,NA,NA,9,7,NA,NA,NA,5,6,3,NA,NA,NA,0,NA,6,NA,2,NA,NA,5,NA,NA,7,NA,NA,NA
"2013-09-13",NA,4,15,4,NA,6,0.4,NA,NA,2.5,NA,15,4,NA,7,NA,7,NA,5,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,4,40,NA,NA,NA,NA,8,30,3,NA,21,NA,9,6,12,NA,NA,NA
"2013-09-14",NA,15,NA,2,9,5,0.4,7,13,4,8,8,45,0,2,12,6,NA,5,NA,13,NA,30,NA,NA,12,NA,18,NA,NA,4,12,3,16.3333333333333,NA,1,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,9,17,20
"2013-09-15",42,NA,NA,2,NA,NA,0.4,NA,14,NA,6,14,3,NA,NA,NA,6,19,NA,NA,8,NA,NA,28,NA,8,16,2,30,9,NA,6,6,16.3333333333333,NA,1,NA,NA,12,30,5,NA,NA,NA,7,NA,11,6,11,NA
"2013-09-16",NA,10,NA,3,9,13,0.4,7,NA,NA,6,12,2,NA,3,8,8,NA,5,NA,8,NA,30,NA,NA,7,NA,10,NA,NA,5,NA,4,16.3333333333333,NA,2,NA,NA,5,15,3,49,NA,9,NA,5,NA,NA,NA,13
"2013-09-17",NA,7,NA,4,NA,5,0.4,NA,NA,13,7,NA,NA,NA,2,NA,7,NA,6,NA,NA,45,NA,NA,NA,NA,13,13,10,NA,NA,13,4,60,NA,2,0,NA,6,15,NA,24,18,2.5,7,3,12,NA,16,NA
"2013-09-18",20,6,NA,2,NA,6,0.4,NA,15,NA,7,13,NA,12,2,7,8,NA,7,NA,12,NA,28,18,13,16,NA,12,10,2,5,6,2.5,NA,45,0,2,26,5,15,NA,NA,NA,2.5,4,2,13,15,NA,NA
"2013-09-19",NA,NA,NA,2,NA,4,0.4,6,13,9,6,4,13,NA,1,NA,7,NA,NA,NA,NA,15,NA,NA,NA,7,13,8,NA,6,2.25,6,2.5,33,NA,NA,NA,NA,6,NA,NA,26,NA,4,NA,NA,NA,NA,NA,NA
"2013-09-20",NA,14,NA,3,NA,NA,0.4,NA,NA,11,7,4.5,3,8,NA,NA,NA,27,10,NA,15,NA,30,NA,5,8,8,NA,13,NA,2.25,7,NA,15,NA,NA,2,NA,6,30,7,13,NA,3,NA,6,11,NA,NA,NA
"2013-09-21",NA,3,NA,2,NA,11,0.4,5,15,NA,6,4.5,NA,NA,3,12,8,NA,6,55,5,10,NA,NA,NA,6,9,13,NA,NA,2.25,6,3,NA,30,NA,2,NA,8,15,NA,11,NA,2,11,NA,NA,15,NA,32
"2013-09-22",NA,5,NA,2,20,7,0.4,NA,NA,9,3,17,NA,NA,1.5,NA,8,14,7,5,6,NA,25,NA,4,8,NA,NA,11,NA,2.25,5,4,NA,NA,NA,NA,NA,7,15,5,15,NA,2,4,6,NA,NA,NA,NA
"2013-09-23",37,7,NA,4,8,NA,NA,4,17,NA,4,12,8,NA,1.5,NA,6,NA,5,NA,NA,NA,NA,NA,NA,8,17,13,NA,NA,NA,11,NA,NA,NA,1,NA,NA,9,15,NA,NA,NA,4,3,4,NA,NA,22,NA
"2013-09-24",NA,7,NA,10,NA,12,8,2,NA,NA,5,9,NA,12,NA,NA,8,NA,NA,NA,11,15,15,NA,NA,7,7,NA,10,7,6,6,6,37,NA,1,NA,NA,12,15,7,18,NA,5,5,NA,NA,NA,6,NA
"2013-09-25",NA,5,NA,2,8,5,NA,NA,14,NA,NA,7,9,NA,4,NA,0.0373134328358209,18,11,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,29,NA,0,NA,NA,NA,15,NA,NA,35,NA,NA,3,34,24,7,NA
"2013-09-26",34,3,NA,2,NA,6,4,5,NA,NA,3,9,0.2,NA,2,NA,0.0373134328358209,NA,3,17,13,15,5,NA,NA,NA,7,NA,NA,NA,6,8,NA,39,NA,2,NA,NA,8,15,NA,28,NA,2,NA,2,NA,NA,NA,26
"2013-09-27",NA,10,NA,2,9,NA,NA,NA,17,NA,NA,8,0.2,NA,0,NA,0.0373134328358209,NA,3,NA,NA,NA,5,NA,10,24,8,NA,NA,NA,NA,7,9,NA,NA,3,NA,47,6,NA,NA,12,NA,NA,11,NA,15,NA,19,NA
"2013-09-28",NA,7,NA,3,NA,11,4,6,NA,NA,10,10,0.2,NA,3,NA,0.0373134328358209,NA,6,18,12,NA,5,NA,NA,NA,7,20,13,9,6,8,NA,30,NA,NA,NA,NA,13,NA,9,8,NA,7,NA,NA,NA,NA,NA,NA
"2013-09-29",NA,5,NA,4,NA,4,NA,NA,14,NA,12,6,0.2,NA,3,33,0.0373134328358209,26,7,6,6,NA,15,NA,NA,15,8,NA,NA,1,NA,NA,NA,30,NA,NA,NA,NA,NA,30,4,9,NA,3,NA,5,17,NA,NA,15
"2013-09-30",NA,7,NA,2,NA,6,4,13,NA,0,6,14,0.2,NA,2,NA,0.0373134328358209,NA,5,NA,8,NA,NA,NA,NA,NA,6,7,NA,1,5,8,9,NA,NA,2,NA,14,NA,30,NA,12,21,NA,7,2,11,NA,NA,NA
"2013-10-01",NA,6,NA,2,NA,5,3,NA,32,8,NA,7,0.2,21,NA,NA,0.0373134328358209,NA,5,NA,NA,20,NA,NA,NA,NA,NA,6,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,3,NA,NA,15,NA
"2013-10-02",NA,5,NA,3,NA,NA,NA,4,NA,NA,7,8,0.2,NA,2,NA,0.0373134328358209,NA,6,NA,15,NA,30,NA,NA,16,16,NA,NA,NA,4,5,7,45,NA,NA,NA,11,NA,30,NA,11,9,5,8,3,21,NA,NA,NA
"2013-10-03",NA,6.5,NA,4,NA,NA,0.666666666666667,NA,13,NA,NA,NA,0.2,NA,1.5,NA,0.0373134328358209,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,21,NA,NA,22,NA,3,1.33333333333333,NA,NA,NA,NA,NA
"2013-10-04",NA,6.5,NA,5,NA,NA,0.666666666666667,6,NA,NA,NA,18,0.2,NA,1.5,NA,0.0373134328358209,NA,2,NA,15,NA,45,NA,NA,NA,10,NA,NA,NA,5,7,4,15,NA,NA,NA,NA,6,30,8,NA,NA,2,1.33333333333333,6,15,NA,NA,NA
"2013-10-05",NA,NA,NA,NA,20,NA,0.666666666666667,NA,15,7,14,NA,0.2,NA,3,29,0.0373134328358209,33,2,NA,NA,NA,15,NA,NA,NA,8,NA,34,NA,NA,6,2,15,NA,NA,NA,NA,5,NA,NA,25,12,4,1.33333333333333,NA,NA,NA,NA,NA
"2013-10-06",NA,4,NA,2,5,NA,1,NA,NA,NA,5,12,NA,NA,2,NA,0.0373134328358209,NA,5,NA,12,NA,NA,NA,NA,7,9,NA,NA,NA,6,6,2,NA,NA,NA,NA,NA,NA,30,3,NA,NA,3,2.5,3,NA,NA,15,NA
"2013-10-07",NA,4,NA,4,NA,NA,1,8,16,8,10,NA,8,NA,NA,NA,0.0373134328358209,NA,6,34,6,NA,30,NA,NA,6,8,14,7,5,NA,8,NA,NA,NA,5,NA,NA,13,15,3,25,NA,NA,2.5,6,17,NA,NA,25
"2013-10-08",NA,4,NA,4,8,NA,3,NA,NA,NA,NA,12,NA,NA,2,17,0.0373134328358209,NA,7,NA,10,NA,NA,NA,NA,NA,6,3,5,NA,5,5,9,15,NA,NA,NA,NA,6,7.5,NA,15,11,6,NA,NA,11,NA,NA,NA
"2013-10-09",NA,8,NA,2,NA,NA,NA,5,17,NA,7,7,6,25,1,NA,0.0373134328358209,NA,6,10,8,NA,NA,NA,NA,NA,8,NA,5,NA,NA,5,5,10,NA,NA,NA,NA,NA,7.5,NA,11,NA,NA,NA,2,0.5,NA,NA,NA
"2013-10-10",NA,NA,NA,2,NA,NA,0,NA,NA,11,14,10,4,NA,1,NA,0.0373134328358209,32,5,NA,NA,NA,NA,4,30,4,9,NA,12,3,NA,6,NA,10,NA,0,0,33,15,30,6,NA,NA,NA,12,0,0.5,60,6,NA
"2013-10-11",NA,5,NA,1,NA,NA,NA,4,19,7,NA,2,5,NA,0,NA,0.0373134328358209,NA,6,NA,15,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,5,26,12,10,4,3,9,NA,NA,NA
"2013-10-12",66,7,16,1,NA,33,2,NA,NA,NA,4,2,4,5,NA,NA,0.0373134328358209,NA,6,NA,9,NA,NA,19,NA,NA,9,NA,12,NA,5,6,NA,NA,60,2,NA,12,17,30,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"2013-10-13",NA,5,NA,2,NA,NA,NA,NA,15,NA,NA,11,6,NA,NA,NA,0.0373134328358209,NA,6,NA,9,NA,NA,NA,NA,16,8,21,NA,7,NA,6,3,NA,0.0344827586206897,2,NA,7,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-14",NA,6,NA,NA,NA,10,10,NA,NA,NA,9,NA,NA,NA,5,NA,0.0373134328358209,NA,NA,NA,7,NA,NA,6,NA,13.5,NA,8,NA,NA,5,8,NA,NA,0.0344827586206897,NA,NA,NA,6,NA,6,NA,NA,NA,9,5,NA,NA,NA,NA
"2013-10-15",NA,17,NA,4,NA,NA,NA,10,14,8,6,15,7,NA,0,NA,0.0373134328358209,NA,6,NA,10,NA,NA,NA,NA,13.5,NA,NA,11,NA,0.375,NA,6,NA,0.0344827586206897,NA,0,22,9,NA,NA,NA,NA,NA,4,2,22,NA,NA,NA
"2013-10-16",NA,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,5,NA,NA,NA,0.0373134328358209,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,0.375,NA,3,NA,0.0344827586206897,NA,NA,NA,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-17",NA,0,NA,1,NA,NA,NA,NA,11,NA,NA,NA,8,NA,NA,NA,0.0373134328358209,NA,10,NA,NA,NA,NA,NA,NA,14,NA,0.0442477876106195,NA,NA,0.375,NA,NA,NA,0.0344827586206897,NA,NA,0,5,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-18",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,10,38,9,21,NA,NA,0.0373134328358209,NA,5,NA,20,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,0.375,NA,NA,NA,0.0344827586206897,NA,0,NA,12,60,10,NA,NA,13,NA,NA,NA,NA,NA,NA
"2013-10-19",NA,0,NA,2,NA,24,NA,NA,NA,NA,NA,8,NA,NA,6,NA,0.0373134328358209,NA,NA,NA,12,NA,NA,NA,NA,8,NA,0.0442477876106195,NA,NA,0.375,31,NA,NA,0.0344827586206897,NA,NA,23,NA,NA,6,26,29,NA,7,NA,22,NA,60,NA
"2013-10-20",NA,0,NA,7,5,6,23,10,NA,9,NA,8,13,NA,5,NA,0.0373134328358209,NA,10,NA,NA,NA,NA,NA,29,15,11,0.0442477876106195,NA,NA,0.375,6,NA,NA,0.0344827586206897,NA,0,NA,5,60,NA,NA,NA,5,8,NA,8,NA,NA,NA
"2013-10-21",NA,0.0462962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373134328358209,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,0.375,NA,NA,NA,0.0344827586206897,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-22",NA,0.0462962962962963,NA,6,8,8,4,NA,24,NA,NA,7,9,NA,5,NA,0.0373134328358209,NA,10,NA,10,20,NA,NA,NA,NA,13,0.0442477876106195,NA,NA,0.375,16,NA,NA,0.0344827586206897,NA,NA,NA,19,NA,8,NA,NA,7,NA,NA,NA,NA,NA,NA
"2013-10-23",NA,0.0462962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373134328358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-24",NA,0.0462962962962963,NA,NA,8,0.0285714285714286,0.019047619047619,NA,10,15,NA,NA,NA,25,0.0285714285714286,NA,0.0373134328358209,NA,12,NA,15,NA,NA,NA,NA,NA,14,0.0442477876106195,NA,NA,6,NA,12,NA,0.0344827586206897,NA,NA,NA,13,NA,NA,NA,NA,5,17,NA,NA,NA,NA,NA
"2013-10-25",NA,0.0462962962962963,NA,NA,NA,0.0285714285714286,0.019047619047619,NA,NA,NA,NA,NA,NA,NA,0.0285714285714286,NA,0.0373134328358209,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-26",NA,0.0462962962962963,NA,NA,NA,0.0285714285714286,0.019047619047619,NA,11,7,NA,NA,NA,NA,0.0285714285714286,NA,0.0373134328358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-27",NA,0.0462962962962963,NA,NA,NA,0.0285714285714286,0.019047619047619,NA,NA,NA,NA,NA,NA,NA,0.0285714285714286,NA,0.0373134328358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,NA,NA,NA,NA,0.0344827586206897,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-28",NA,0.0462962962962963,NA,NA,NA,0.0285714285714286,0.019047619047619,NA,NA,NA,NA,NA,NA,NA,0.0285714285714286,NA,0.0373134328358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0442477876106195,NA,NA,NA,NA,16,NA,0.0344827586206897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
